subject,session,total,interactions,practice_01,practice_02,practice_03,practice_04,comprehension,difficulty,fun,clarity,strategy,feedback
da9wfdtad2qj3qr8u4tawxfe,2,21.37,0,4,4,4,4,0,2,4,5,Just using my memory. I did not write anything down.,No comments.
dbhecn308xrgj2w5ni5mghrw,2,18.09,0,4,4,4,4,0,2,3,5,No strategy other than trying to remember the symbol and the best outcome,This time seemed harder than the first task.
dg58euc52ltsfp866il0jlml,2,16.63,2,4,4,4,4,0,4,2,5,"no, just did my best to remember which was best",no
docukifcaouwsykbg5hxgt9o,2,110.88,24,4,4,4,4,0,3,4,5,I usually repaired the first robot of each new design and then would go off of the initial result for the 2nd time I saw it until a pattern emerged. I also tried to think of words to match the symbols to make recalling them easier.,No comments
easlr5746k2t6yibk259ss9q,2,18.87,2,4,4,4,4,0,2,4,5,"This time, I paid more attention to the symbols that required repair, and tended to ignore the others. ",I had more fun than I expected taking this task again.
eikef79388u89dy6ifgaxxa5,2,24.4,4,4,4,4,4,1,2,4,5,"just my memory, lol",kinda fun!
er4bnf0luxyj6xmtp2wiehtt,2,19.09,0,4,4,4,4,0,2,4,5,"No, used my memory to the best of my ability",No
fgqdcso31ckw0cfuajjwak57,2,18.77,0,4,4,4,4,0,4,4,5,no strategies other than naming the symbols in my head to remember their tendencies better,
fuqrkpexjkdkk4msfajk735t,2,21.85,0,5,5,4,4,0,2,5,5,"I did not write anything down, I tried to concentrate on the red robots more than the blue.","Very interesting HIT, thank you for your time."
fxvwanb4fmwmmonm4rap8tzk,2,19.75,2,4,4,4,4,0,4,4,5,no,no
giubdn02n4iwd973mqiixdg3,2,20.03,6,5,4,4,4,0,3,2,4,none,
h20euab13zkelweeeswmkfoh,2,23.99,38,4,4,4,4,0,4,4,5,Decided based on memory.,"If there will be more of these, multiplayer would be really interesting. Good job either way. It is my new favorite HIT on MTurk."
h5gxkod3684r9aa32umrxil3,2,19.67,2,4,4,4,4,0,2,4,5,"tried to remember which ones always produced good results, and which ones were iffy",none
h9ufrjijw1aoxvqerxyhpufx,2,18.81,2,5,5,4,7,0,4,5,5,"Yes, I tried to determine which symbols consistently gave the most or subtracted the least points.",
i89jr1lnd0inz4fbc28lgfx8,2,22.78,0,4,4,4,4,0,3,4,5,I just tried to memorize the symbols. It seemed that some robots would get a different result every 3rd or 4th time that symbol appeared.,
jaapgnx6r3fl1yumbsgijc2c,2,20.61,0,4,4,4,4,0,5,5,5,I tried to remember which letters gave me +10 or -10 if I pressed space.,Nope!
jv26ajvz0djzmxzkswpt4fu9,2,18.05,0,4,5,5,4,0,2,4,5,i did not write things down. I did try to remember the red symbols more.,
k4eatbxs964vzfpigd04o50g,2,18.37,1,4,4,4,4,0,4,3,5,I just tried to see which one awarded the best outcome then I stuck with that one. I didn't write anything down.,Thank you!
kr6ntq0t8qnxqaibdzv13owa,2,24.33,28,6,4,4,4,0,5,5,5,i tried associating shapes with actions,interesting survey and good pay and i really liked it
ku73udljp3do294wkrqry2k2,2,21.61,10,4,4,4,4,1,2,5,5,no strategies,no comments
kw2wtgt1ay84fil3dtvb5oyt,2,24.62,12,4,4,4,4,0,4,4,5,,
l4qrxyt5xb97dpedhs809pli,2,20.51,0,4,4,4,4,0,1,4,5,I just paid attention and then tried to remember. No strategies other than that.,Nothing to add here.
l8nfpatptckhefvtrmz4oyo1,2,20.45,2,7,5,4,5,0,4,4,5,"I gave the shapes a name, like if they looked like a letter I tried to remember that. I tried to fix everything on the first time that I saw it",The instructions were clear and this was fun to figure out
lgcysbezmz9bhbui20pzvr6j,2,17.68,0,4,4,4,4,0,4,3,5,I took notes and adjusted them accordingly.,No comment.
lxj5m279cswf7jg5017ilczl,2,21.39,2,4,4,4,4,0,2,3,5,I tired to write them down at first but that made it too confusing.,none
n3kjcc191li92fq3318l08wp,2,23.95,2,4,4,4,4,0,3,4,5,"I'd let new symbols pass once to determine if it needed repair, then just remember which ones needed repair only",none
n5l6nzah4o9ktdbafwuc1p01,2,20.22,0,4,4,4,4,0,5,5,5,i tried to remember the symbols that won/lost the most points and tried to make the correct decision,fun hit! 
n6697tab7e29du1sv7wm18nn,2,23.04,4,4,4,4,4,1,1,4,5,just memory,
njqfm261bznwebjghk0pm6v5,2,26.54,0,4,4,4,4,0,2,5,5,Just tried remembering what happened most of the time with each symbol and maximize my points.,"Fun study, thanks!"
nr2pdr7ph79hwf4fzs96pf40,2,19.36,0,6,4,4,4,0,4,5,5,I focused on remembering which symbols generated the need for repair the majority of the time.,no
nrywb42hiie0c06sts7poftz,2,22.23,11,4,4,4,4,1,5,4,5,I tried to call an image something related like an egg etc and i would repeat to that myself whether to repair it or not. So when it came up i would remember what is likely the choice sometimes. It kinda worked and sometimes there was so much information.,Thanks and stay safe.
ok5wpn9p2gc4tc2s7qfjrkm7,2,18.67,6,4,4,4,4,0,3,4,5,"I tried to remember which symbols I should hit the space bar for, and ignored the rest.",No.
osc4pdikkighfdrjz2bunxs8,2,23.09,0,4,4,4,4,0,2,4,5,Tried remembering what action gained most or lost least for each robot,none
piiscwfohwin2do6d97tbq6u,2,20.1,0,4,4,4,4,0,2,4,5,"Again, just tried my best to figure out which to repair then remember",Thank you
pxfh348lkt9f069ibao10bim,2,24.66,1,4,4,4,4,0,2,5,5,I just tried to remember which shape gave what value and stay with that,"it was interesting to see how I did, I think it was a little harder than the first time but it was interesting"
q8oa1gqq6f0vre7cw144qm9a,2,21.28,3,4,4,4,4,0,4,4,5,"just try to remember if a symbol tended to need repair or not, in my head",
qsmez4ay7ijmavboe2sk03f9,2,17.99,6,4,4,4,4,0,4,3,5,n,n
qz27rih5t2awjbeq7ifuv182,2,25.03,3,4,4,4,6,0,2,4,4,memory only,no
r290tjjnbzo5rw4ls3mialc7,2,22.68,12,4,4,4,4,0,4,5,5,"For the majority of the game, I said the numbers/symbols that were  correct out loud so that I would choose those same numbers/symbols again once they came up. It worked at first but towards the end that strategy didn't really work because there were too many new numbers/symbols being introduced",
rlrudfou7q6jcsnrep94xz81,2,18.2,0,4,4,4,4,0,3,4,5,I just memorized which robots were more likely to need to be repaired and which ones were less likely to need repairs.,No comments.
rmcpjimb382kkawjustdhmqf,2,19.17,6,4,4,4,4,0,4,5,5,I just tried to memorize which ones needed fixed.,NA
rn6hbthvbadg81d274xx3vpm,2,23.38,0,4,4,4,4,0,2,4,5,Just tried to memorize.,No
s7zrvzr48mv4lvaajo9umck0,2,18.34,0,4,4,4,4,0,1,4,5,no,no
seo52batpmdy5scay40qsjvz,2,18.89,0,4,4,4,4,0,3,4,5,spoke to myself out loud,no
swvp3wua96ry74psjb9kodag,2,18.81,14,4,4,4,5,0,4,3,5,Remembered what symbols did what when pressing space.,none
twqa3uqpbnixynzri4dpy1v6,2,20.01,0,4,4,4,4,0,5,4,5,"even if I guessed wrong on blue, it was still adding points, so I paid more attention to the red",nothing additional
uclnxfvhe3dfpfi40azui2sq,2,26.64,14,4,5,7,10,0,3,5,5,I tried to remember which symbols needed more frequent fixing,Fun & enjoyable experiment!
uqz96lk1cp1w8wo01rzwu0hc,2,21.95,2,4,5,4,4,0,3,5,5,no,thank you
vztal13cvg8o6mycbd45qrwx,2,36.84,4,4,4,4,10,0,2,4,5,"The use of letters as symbols was very helpful, they're easier to remember than symbols",This was fun and extremely challenging
w4u5fyb4l8txisrn7guj311e,2,18.35,0,4,4,5,4,0,4,4,4,I did not use any particular strategy. I guess just memory.,No comments.
wgcsr4pnqf9h06ddy7r1g63l,2,19.56,0,4,4,4,4,0,2,4,5,Toward the end I tried to study the patterns of just a few symbols rather than try to remember how often each of them needed repaired. It's hard to have a grand strategy that is extremely effective because of the overall randomness of the task.,I enjoy this task quite a bit because of the challenge it presents. I look forward to doing more repair work in the future.
wjuznyire06f4o925gpxsrj9,2,79.34,21,4,6,4,4,0,2,4,5,"I found that the robots which had symbols that were red were a lot more unpredictable (often 50/50 correct/incorrect) whereas blue was much more consistent, so I focused on memorizing whether or not to press SPACE for the blue ones.","I accidentally during the training and was answering the opposite of what I was supposed to for the red light robots, and then received an error message saying I wasn't fully engaged.  I realized my mistake (fortunately during the training) and corrected what I was doing during the task, so hopefully I scored well!  This was fun!  Thanks!"
wvxc74j4ohslqm4o8iucrf1m,2,28.0,0,4,5,4,4,0,2,4,4,"This is my second time doing this study. If you want to call it a strategy, I just tried to memorize the good letters and the bad ones.","This was much better than the first study. While It's still somewhat difficult to be completely certain about whether you should repair or not, It's much easier to work with letters as oppose to the random shapes."
x32rr4ba92bopp11m9iyqmup,2,20.3,17,4,4,4,4,0,4,3,5,No,No
xbdh78jr4g6izcaai9ep7mom,2,19.8,0,4,4,4,4,0,4,3,5,Just try to memorize.,No
xjfwo1k2qutfq0emv06h25g4,2,21.86,0,4,4,4,4,0,4,3,5,"No, just tried to find patterns and stick to the letters I knew were +10 more often than not",Thank You!
xux0m9z0l4hzrqcyyj9hhli6,2,22.16,6,4,4,4,4,0,4,5,5,Just tried to remember what the symbol on their chest was,
xvvfx6l6tl992j08612oxf20,2,21.77,2,4,5,4,4,0,3,5,5,none,none
y2g3nbh9r6arqdmk4elmwvgh,2,21.65,3,4,8,4,4,0,2,5,5,just my memory,thank you for the opportunity to participate in this fun task again.
yy7cxf0b9a83n74z3fwgvlpv,2,20.59,4,8,5,7,4,0,4,4,5,Tried to keep in mind the symbols and if they are usually broken or not.,
zyflm7syc9jzpjpkv8k25xn3,2,26.49,0,4,6,5,4,0,1,4,4,tried to keep in mind only those I should press and ignore the rest. Otherwise it gets too unwieldy.,A number of these seemed 50/50 with needing to be repaired or not
